Kepler ID,KOI,Morph,Mult,BJD0,BJD0 Err,Period,Period Err,Kepmag,Teff,RA,Dec
1026032,,0.15,1,54966.773813,0.030112,8.460438,2.30e-5,14.813,5715,291.04410,36.72930
1026957,958,0.01,1,54956.017106,0.011314,21.761306,8.81e-5,12.559,4845,291.25450,36.74360
1161345,984,0.24,1,55005.028983,0.023798,4.287456,8.60e-6,11.631,5836,291.04880,36.83990
1432214,998,0.00,1,55047.039254,0.037980,161.788300,1.58e-3,15.661,5814,291.38270,37.07300
1433410,,0.74,1,54999.951811,0.014174,0.283275,3.10e-6,14.119,6003,291.63770,37.08230
1433980,3924,0.62,1,55000.366398,0.054653,1.592634,6.20e-6,14.915,6345,291.76630,37.09720
1571511,362,0.17,1,54954.504752,0.065876,14.022451,4.72e-5,13.424,5804,290.99690,37.19920
1572353,,0.91,1,54964.674573,0.013123,0.228931,1.00e-7,15.234,4470,291.18860,37.16160
1573836,,-1.00,1,55000.034563,,3.557093,6.60e-6,13.124,6283,291.50250,37.17750
1575690,3658,0.31,1,54965.432738,0.013150,2.252428,4.30e-6,15.625,4140,291.88190,37.18910
1722276,1008,0.00,1,55081.923700,0.035212,569.950000,7.35e-3,14.645,5370,291.69670,37.23800
1868650,,1.00,1,54953.769678,0.028231,0.584731,5.00e-7,13.453,10733,291.53940,37.33560
1873513,4928,0.16,1,55001.074635,0.014651,3.290383,5.29e-5,15.669,3109,292.57990,37.37640
1995732,3351,0.03,1,55049.455853,0.074804,77.362721,5.44e-4,15.673,5163,286.21600,37.42520
2010607,4929,-1.00,1,54974.489675,,18.632296,7.10e-5,11.347,6122,290.50560,37.45900
2012362,,0.93,1,54964.744705,0.021930,0.386323,3.00e-7,14.121,6218,290.92520,37.47630
2019076,3585,0.16,1,55004.072218,0.023465,7.129228,1.87e-5,15.671,5624,292.46250,37.44260
2141697,,0.98,1,54953.836742,0.019676,0.331043,2.00e-7,13.399,6049,286.34490,37.50180
2159783,,0.87,1,54964.975549,0.022460,0.373884,2.00e-7,14.965,5643,291.35940,37.55330
2161623,6094,0.54,1,54999.599837,0.044144,2.283470,6.18e-5,14.312,6507,291.74450,37.59100
2162283,,1.00,1,54954.341553,0.049680,0.906378,9.00e-7,9.551,6683,291.89180,37.55680
2162994,,0.42,1,54965.631653,0.036112,4.101596,8.10e-6,14.162,5410,292.05800,37.59210
2166200,3735,0.11,1,55006.127339,0.022259,8.096956,6.39e-5,17.637,6344,292.73370,37.55930
2167890,3670,0.29,1,55185.843253,0.018062,2.648301,5.70e-6,12.858,4837,293.09360,37.51450
2302092,,0.88,1,54964.690581,0.025649,0.294673,2.00e-7,14.440,5245,291.26230,37.69790
2305277,,0.98,1,54964.986693,0.020035,0.378772,3.00e-7,15.101,5694,291.97070,37.65120
2305372,,0.58,1,54965.954227,0.035813,1.404692,1.70e-6,13.821,5664,291.99030,37.67280
2305543,4936,0.50,1,55003.400909,0.017121,1.362273,1.90e-6,12.545,5623,292.02690,37.60070
2306740,,0.27,1,54966.425207,0.067457,10.306987,3.06e-5,13.545,5647,292.26980,37.69820
2306756,113,0.00,1,54999.342231,0.044178,386.600000,5.05e-3,12.394,5362,292.27370,37.67160
2307199,151,0.07,1,55006.176594,0.020973,13.447111,4.47e-5,14.000,6028,292.37480,37.63100
2307206,3549,0.01,1,55086.538682,0.106873,204.031379,2.28e-3,15.734,5342,292.37620,37.65750
2308957,,0.59,1,54965.166461,0.048525,2.219684,3.30e-6,14.520,5697,292.75180,37.60350
2309587,5982,0.44,1,54965.101351,0.020303,1.838511,2.50e-6,13.925,5560,292.89970,37.65930
2309719,1020,0.02,1,54997.069278,0.041307,54.356360,3.13e-4,12.899,5786,292.93090,37.60660
2435971,,0.94,1,54964.815967,0.018215,0.271828,2.00e-7,14.695,,290.07960,37.78800
2436378,2682,0.09,1,54969.278076,0.019058,8.531613,3.72e-5,18.498,,290.14170,37.74140
2437038,,0.87,1,54964.980693,0.049493,0.267678,2.00e-7,15.955,5461,290.19840,37.74210
2437060,3712,0.47,1,55000.890724,0.043079,3.187110,2.28e-5,16.988,4452,290.19950,37.77700
2437149,3598,0.11,1,55008.621824,0.044609,18.798735,2.84e-4,17.628,5130,290.20580,37.76910
2437452,,0.16,1,54974.816530,0.048037,14.469930,4.99e-5,16.981,5398,290.22620,37.75960
2437505,2671,0.06,1,54982.261859,0.033460,21.476422,1.41e-4,17.290,,290.23030,37.77750
2438061,,0.30,1,55004.093627,0.025130,4.885852,1.67e-5,,,290.27700,37.79100
2438490,3699,0.34,1,55001.014453,0.149523,3.315767,4.36e-5,17.772,5317,290.32590,37.76150
2440757,792,0.36,1,54964.685956,0.013408,1.433771,1.80e-6,15.122,5990,290.84370,37.72880
2441161,3642,0.25,1,55004.684524,0.019591,4.383980,2.85e-5,16.654,5112,290.93840,37.70120
2442084,,0.03,1,55008.192092,0.045072,49.788598,2.84e-4,15.591,4005,291.16010,37.76110
2444187,,0.76,1,54964.814979,0.021043,0.390159,3.00e-7,14.138,6162,291.63230,37.73800
2444348,,-1.00,1,54992.474120,,103.206989,7.65e-4,10.316,4546,291.66870,37.70410
2445134,5983,0.16,1,54972.647749,0.035101,8.412009,2.28e-5,13.551,5999,291.84970,37.73860
2445975,53,0.14,1,54967.981114,0.018139,3.388882,6.20e-6,13.513,,292.03090,37.77350
2446623,3674,0.00,1,55012.043234,0.028559,175.065720,1.58e-3,15.620,5790,292.16530,37.79410
2447893,,0.58,1,54965.113742,0.014914,0.661620,6.00e-7,14.490,5059,292.42400,37.79450
2448320,,0.93,1,55002.065503,0.015835,0.274108,2.00e-7,15.858,5160,292.51910,37.71600
2449084,,0.70,1,55000.319865,0.042648,0.739757,1.23e-5,15.018,6177,292.69560,37.77200
2449090,3702,0.24,1,55001.811037,0.028135,4.944000,3.15e-5,16.237,,292.69630,37.70720
2450566,,0.98,1,55001.553286,0.099698,1.844587,2.50e-6,11.720,6380,293.03630,37.76270
2452440,3687,0.18,1,55003.811045,0.040182,8.097045,6.39e-5,16.474,5519,293.44690,37.72120
2453212,,0.98,1,55002.014475,0.024682,0.436716,4.00e-7,15.946,6288,293.61660,37.78980
2556127,,0.60,1,54953.710274,0.011073,0.418871,3.00e-7,12.895,5920,286.42020,37.80580
2557430,,0.51,1,54954.461036,0.017907,1.297736,1.50e-6,11.471,6248,286.84530,37.81590
2558370,3855,0.57,1,55000.092666,0.013422,0.546248,1.30e-6,18.550,,287.13600,37.83830
2569494,3704,0.58,1,55000.349187,0.060781,1.523324,1.02e-5,17.380,5114,290.17880,37.84900
2570289,,0.90,1,54964.579321,0.017007,0.279028,2.00e-7,15.330,5966,290.26130,37.81350
2571439,,0.93,1,54964.701572,0.018242,0.320979,2.00e-7,14.696,5046,290.46930,37.85520
2576107,3709,0.00,1,54862.171422,0.038232,205.583017,1.92e-3,15.247,6118,291.52310,37.88760
2576692,,0.04,1,55027.106692,0.076217,87.878533,6.38e-4,12.744,5573,291.64300,37.81430
2577756,,0.63,1,54964.662821,0.033717,0.870333,9.00e-7,15.514,5630,291.86200,37.82990
2580872,,0.12,1,54978.551299,0.044913,15.926628,5.71e-5,14.880,5293,292.52860,37.81000
2693092,,0.05,1,54961.298937,0.055086,39.841524,2.11e-4,12.003,5819,285.90480,37.92810
2694741,,0.93,1,54953.773721,0.019405,0.326647,2.00e-7,12.297,5302,286.41230,37.90820
2695740,,0.85,1,54956.418200,0.208455,3.615875,6.70e-6,13.240,4881,286.73070,37.94430
2696703,3161,0.06,1,54997.116516,0.050387,6.094094,1.42e-5,9.580,,287.05740,37.99140
2697935,3853,-1.00,1,55008.469440,,21.513359,1.03e-4,10.630,4883,287.46790,37.96660
2708156,,0.57,1,54954.335595,0.046299,1.891272,2.60e-6,10.672,11061,290.28710,37.93650
2708614,,0.03,1,55032.893022,0.050855,52.885890,5.05e-3,15.694,6252,290.40160,37.94200
2711114,,0.29,1,54967.174931,0.016196,2.858880,4.80e-6,12.335,6281,291.01420,37.96970
2715007,,0.87,1,54964.782119,0.018796,0.297110,2.00e-7,14.730,5598,291.87730,37.95080
2715417,,0.77,1,54964.666158,0.013583,0.236440,1.00e-7,14.070,5189,291.96900,37.92780
2717141,,0.78,1,54953.756174,0.022583,0.394572,3.00e-7,13.519,6140,292.32620,37.96150
2719436,,0.67,1,54999.715360,0.032161,0.743480,7.80e-6,14.015,7041,292.83320,37.93710
2719873,6096,0.07,1,54968.273349,0.032901,17.279290,6.39e-5,15.160,5086,292.93060,37.96440
2720096,,-1.00,1,55003.029283,,26.674680,1.33e-4,13.047,4832,292.97910,37.91090
2720354,,0.46,1,54956.215382,0.035955,2.821328,4.70e-6,13.116,6513,293.03610,37.95470
2831632,,0.92,1,54954.729960,0.149520,2.573172,4.10e-6,13.198,7045,285.69010,38.07610
2835289,,0.92,1,55000.442959,0.052267,0.857762,8.00e-7,13.009,6228,286.85930,38.02750
2851100,1104,0.46,1,54965.364973,0.046455,0.890108,9.00e-7,15.723,4600,291.17070,38.00860
2851474,,0.95,1,54965.526650,0.157163,2.768293,4.60e-6,12.624,8354,291.24910,38.04270
2852560,,0.09,1,54964.912445,0.028009,11.961308,3.76e-5,15.308,5381,291.46600,38.00500
2854432,,0.93,1,54964.880329,0.019925,0.322326,2.00e-7,14.922,5103,291.86660,38.08550
2854752,,0.79,1,54964.893006,0.031989,0.470433,3.00e-7,13.990,7073,291.93570,38.00630
2854948,3786,0.50,1,55002.410212,0.013870,0.974304,1.30e-6,15.783,5466,291.98420,38.08840
2856960,,0.64,2,54964.658506,0.007310,0.258507,1.00e-7,15.615,4733,292.38130,38.07670
2856960,,0.04,2,54997.652563,0.369952,204.255879,1.92e-3,15.615,4733,292.38130,38.07670
2858322,,0.77,1,54964.659801,0.071035,0.436400,3.00e-7,14.751,5605,292.67460,38.06480
2860594,,0.52,1,54960.317741,0.085050,5.499945,1.22e-5,13.370,6684,293.16500,38.06910
2860788,,0.37,1,54965.066911,0.041162,5.259742,1.16e-5,14.043,5319,293.20730,38.00900
2970804,3993,0.61,1,54964.658323,0.102079,0.686992,6.00e-7,9.160,,286.10700,38.10760
2972514,,0.74,1,54999.881938,0.025770,0.503485,7.10e-6,14.031,6346,286.68580,38.17030
2973509,,0.24,1,54958.918282,0.037474,6.627611,1.61e-5,13.558,6058,287.02570,38.17100
2983113,,0.89,1,55001.969640,0.024093,0.395160,3.00e-7,15.152,6321,289.86300,38.15240
2987433,4959,0.00,1,55029.680109,0.106658,420.930000,5.05e-3,13.858,6205,290.93900,38.11960
2988984,,0.82,1,54999.991556,0.041446,0.713020,3.30e-6,15.316,7160,291.28800,38.17200
2996347,,0.90,1,55002.146322,0.018906,0.301011,2.00e-7,15.448,5445,292.88540,38.19370
2997455,6098,0.45,1,54964.788647,0.013905,1.129850,1.30e-6,13.800,4795,293.13040,38.12780
2998124,,0.08,1,54957.385528,0.056015,28.597884,1.29e-4,13.119,6374,293.26640,38.12610
3003991,6099,0.13,1,54964.859085,0.023069,7.244779,1.84e-5,13.926,5366,294.49000,38.19960
3097352,3648,0.30,1,54999.654921,0.029231,4.029840,2.36e-5,16.936,5760,285.68700,38.26120
3098194,,0.10,1,54969.971978,0.060392,30.476531,1.45e-4,13.901,5328,286.00310,38.28570
3102000,3373,0.03,1,54997.255620,0.054576,57.060009,3.49e-4,15.936,5718,287.34950,38.28600
3102024,,0.15,1,54958.697369,0.050322,13.782521,4.60e-5,12.809,5117,287.35610,38.21220
3104113,,0.85,1,54965.284916,0.050595,0.846786,8.00e-7,13.447,5910,288.03970,38.29410
3113266,1088,0.39,1,54964.847534,0.008549,0.995861,1.00e-6,15.577,5077,290.63940,38.28460
3114667,3763,0.52,1,54999.753222,0.014018,0.888583,2.70e-6,17.375,,290.99720,38.28260
3115480,,0.28,1,54968.194275,0.021590,3.693703,7.00e-6,14.469,5961,291.19320,38.24470
3119295,,0.75,1,55000.054095,0.024182,0.439698,5.80e-6,14.268,7236,292.05970,38.26690
3120320,2126,0.14,1,54959.222315,0.034945,10.265613,3.00e-5,10.885,5676,292.29200,38.28450
3122985,1949,0.47,1,54965.600017,0.013701,0.993488,1.00e-6,14.701,5592,292.91890,38.20670
3124420,3918,0.60,1,55000.571511,0.025091,0.948951,2.90e-6,18.241,,293.24540,38.27220
3127817,,0.48,1,54955.117734,0.046655,4.327139,8.70e-6,12.155,6504,293.99970,38.23230
3127873,,0.91,1,54964.982325,0.041188,0.671526,6.00e-7,15.153,6069,294.01070,38.26360
3128793,1786,0.23,1,54970.770924,0.122631,24.679381,1.05e-4,14.633,4371,294.20700,38.22350
3218683,,0.69,1,54965.118326,0.028861,0.771670,7.00e-7,15.998,5119,286.40060,38.37620
3221207,,0.81,1,54953.960358,0.028449,0.473830,3.00e-7,11.975,6414,287.34090,38.32570
3222471,,0.00,1,55369.551410,0.097825,618.420000,7.35e-3,14.491,4903,287.78780,38.31040
3228824,1100,0.64,1,54970.345617,0.028785,0.730942,8.00e-7,15.736,4606,289.76480,38.35240
3228863,,0.65,1,54954.262345,0.028985,0.730944,7.00e-7,11.816,6561,289.77480,38.36680
3230227,,-1.00,1,54958.702238,,7.047106,1.75e-5,9.002,7972,290.11260,38.39990
3230578,381,0.26,1,54958.828915,0.011983,6.337610,1.50e-5,13.406,,290.20360,38.37490
3230787,6101,0.09,1,54959.183688,0.044793,17.734052,6.62e-5,12.553,5669,290.25480,38.34170
3231120,3643,0.25,1,55001.478119,0.024579,3.900090,2.24e-5,16.597,5555,290.34440,38.37710
3232823,,0.94,1,54964.862867,0.024275,0.423907,3.00e-7,15.142,6172,290.85280,38.32660
3240159,3515,0.00,1,55029.121410,0.038712,82.137655,5.90e-4,12.261,6128,292.71320,38.36970
3240706,1098,0.21,1,54970.003288,0.020455,5.489865,1.24e-5,15.030,5760,292.85610,38.37260
3240976,,-1.00,1,55002.377433,,15.238869,5.37e-5,14.502,6124,292.92910,38.32800
3241344,5984,0.24,1,54966.428168,0.023524,3.912678,7.60e-6,14.756,5422,293.01650,38.31850
3241619,,0.44,1,54955.247951,0.019477,1.703344,2.20e-6,12.524,5165,293.09490,38.36130
3245776,,0.96,1,55001.643004,0.078571,1.492059,1.90e-6,14.377,5839,294.07400,38.31910
3247294,,0.02,1,54966.433454,0.046596,67.418828,4.41e-4,13.924,5811,294.43990,38.38080
3248019,1759,0.37,1,55098.773000,0.019924,2.668222,5.00e-6,15.387,6075,294.59680,38.37010
3248332,,0.20,1,54956.975010,0.036772,7.363607,1.87e-5,13.102,6578,294.66470,38.33300
3323289,,0.05,1,54991.866206,0.043305,33.693201,1.64e-4,14.898,5229,285.33660,38.45050
3327980,,0.44,1,54967.106634,0.042965,4.231022,8.50e-6,12.119,7321,287.17610,38.43350
3335816,,0.16,1,54954.355631,0.022997,7.422006,1.88e-5,12.084,6079,289.69830,38.40660
3338660,3795,0.60,1,55002.252623,0.056241,1.873380,5.70e-6,14.807,5722,290.47420,38.42740
3339538,,0.05,1,54958.816851,0.019182,14.658014,4.99e-5,13.391,4955,290.73940,38.41410
3339563,,0.72,1,54965.376860,0.120256,0.841232,8.00e-7,14.176,5367,290.74600,38.44310
3340313,3677,0.05,1,55006.985602,0.191221,30.553700,4.15e-4,16.245,6208,290.96400,38.46950
3341934,,0.07,1,54970.768578,0.036673,18.839497,7.23e-5,15.291,5992,291.38620,38.49150
3342425,,0.94,1,54964.942901,0.024483,0.393415,3.00e-7,15.089,6035,291.51620,38.45450
3342592,402,0.13,1,54969.191539,0.061224,17.177326,6.39e-5,14.923,5717,291.55630,38.44630
3344427,3764,0.57,1,55000.003110,0.013749,0.651785,1.70e-6,15.832,4676,292.00240,38.43520
3345675,1772,0.00,1,55083.146716,0.022688,120.004010,9.45e-4,15.635,4105,292.30070,38.40210
3347485,5985,0.28,1,54955.024047,0.045785,7.544841,1.94e-5,12.920,5659,292.77970,38.44860
3348093,3590,0.12,1,55000.364628,0.018000,7.964420,6.29e-5,16.200,4295,292.92530,38.48100
3351945,,0.50,1,54965.329700,0.019091,1.080538,1.20e-6,14.734,4744,293.88450,38.44570
3352751,,0.50,1,54954.597119,0.042074,3.495455,6.40e-6,13.444,7909,294.07190,38.42690
3353233,,0.75,1,55002.057634,0.016595,0.315778,2.00e-7,15.958,4586,294.19230,38.43950
3354616,,0.76,1,55000.188881,0.014963,0.276983,2.00e-7,15.926,5093,294.52760,38.42400
3427776,,0.17,1,54967.239974,0.014678,4.016682,7.90e-6,15.371,5292,286.45260,38.53830
3428468,3582,0.00,1,55032.449947,0.047005,114.908680,9.45e-4,15.927,4279,286.72340,38.59570
3431321,,0.79,1,54954.417815,0.065919,1.015049,1.10e-6,11.197,9589,287.77450,38.50400
3433668,3415,0.12,1,54991.740114,0.078628,15.021798,5.21e-5,13.109,5440,288.54910,38.56520
3437778,,0.68,1,55002.015043,0.032359,0.635582,1.20e-6,15.704,6929,289.79970,38.56090
3437800,,0.97,1,54964.746426,0.020464,0.362679,2.00e-7,13.871,6185,289.80420,38.56080
3438975,300,0.46,1,55004.632617,0.039852,2.976096,5.00e-6,12.302,5694,290.12020,38.50950
3439031,4980,0.33,1,54954.068169,0.038300,5.952026,1.37e-5,11.287,6337,290.13270,38.51370
3439180,,0.76,1,55002.039112,0.016434,0.325065,3.00e-7,14.366,5597,290.16900,38.53920
3440230,,0.54,1,54967.238413,0.055493,2.881101,4.90e-6,13.636,7869,290.47130,38.52860
3441784,976,0.03,1,54965.403536,0.042882,52.568726,3.13e-4,9.729,,290.94440,38.53890
3442054,3593,0.02,1,54980.206233,0.094879,117.681382,9.45e-4,12.112,6206,291.01880,38.56990
3443519,,0.89,1,54953.826091,0.019651,0.353627,2.00e-7,11.481,5929,291.40700,38.56790
3443790,1185,0.34,1,54955.201970,0.013020,1.665784,2.20e-6,11.840,6024,291.47630,38.50060
3448245,,0.69,1,54953.953327,0.027074,0.513490,4.00e-7,11.864,6573,292.61860,38.52490
3449540,4982,0.40,1,54965.493715,0.028963,3.212006,5.70e-6,14.194,6216,292.93700,38.59310
3454864,,0.69,1,54964.780262,0.013257,0.294120,2.00e-7,13.731,5791,294.22170,38.53110
3458919,,0.54,1,54964.815308,0.014423,0.892061,9.00e-7,13.815,5063,295.14030,38.59750
3459199,3725,0.33,1,54999.890746,0.020340,3.141034,5.40e-6,10.055,4907,295.20290,38.51960
3530668,5986,0.48,1,55004.235182,0.027950,1.946200,2.90e-6,13.993,,287.03970,38.64030
3534118,3641,0.00,1,55051.226914,0.020554,178.413557,1.58e-3,13.944,5684,288.32780,38.62760
3542573,,0.25,1,54959.807593,0.031661,6.942796,1.72e-5,12.161,5741,290.85920,38.63380
3543270,,0.33,1,54966.195961,0.030949,4.176929,8.30e-6,15.220,5288,291.05760,38.64530
3544694,3629,0.29,1,5500.426884,0.023668,3.845700,2.21e-5,15.925,6172,291.44630,38.63980
3545476,,0.88,1,54964.739951,0.018560,0.317689,2.00e-7,14.821,5319,291.66330,38.64400
3547091,1177,0.22,1,55096.322121,0.015722,3.305578,6.20e-6,15.537,5360,292.07850,38.63150
3547111,,0.96,1,55000.126516,0.064491,1.207836,2.49e-5,14.398,6401,292.08390,38.67500
3547315,3736,0.48,1,54999.596630,0.013851,1.284700,3.30e-6,16.639,5235,292.13730,38.60240
3547874,,-1.00,1,54999.266982,,19.692172,7.65e-5,10.952,6371,292.28290,38.66570
3549994,,0.74,1,55000.000868,0.017768,0.347182,5.00e-7,16.102,5544,292.82390,38.62270
3556229,3899,0.61,1,55000.337470,0.026273,0.796720,2.80e-6,17.656,,294.35190,38.60470
3557421,,0.70,1,54953.706725,0.017995,0.393728,3.00e-7,10.027,,294.63490,38.62690
3558822,,0.71,1,54953.844462,0.069759,1.353421,1.60e-6,12.252,6188,294.94430,38.63010
3558981,52,0.24,1,54965.154915,0.018298,2.987859,1.28e-5,13.109,,294.97740,38.67840
3560212,,0.74,1,55000.205217,0.017050,0.346064,2.00e-7,15.525,5233,295.24700,38.64810
3633901,,0.84,1,54999.655075,0.049277,0.807387,3.85e-5,14.944,7184,287.91760,38.78730
3641446,,0.95,1,55000.215748,0.118014,2.100014,3.00e-6,8.369,,290.24650,38.78990
3644542,3511,0.06,1,55009.105590,0.202592,119.679795,9.45e-4,8.351,8075,291.17060,38.76520
3654950,1766,0.26,1,55003.927327,0.036104,8.134725,2.26e-5,15.858,5233,293.83290,38.73630
3655326,,0.11,1,54973.654266,0.039133,15.066503,5.29e-5,14.213,6122,293.92530,38.73900
3656322,,0.56,1,54956.379473,0.049192,3.663604,1.68e-5,13.061,5075,294.16030,38.76740
3659940,,0.55,1,54965.564596,0.012620,0.896270,9.00e-7,15.261,5344,295.00460,38.77550
3662635,,0.57,1,54965.012755,0.020073,0.939376,1.00e-6,14.904,5589,295.56930,38.72610
3729724,,-1.00,1,54999.176469,,16.418755,5.89e-5,12.093,,285.65550,38.85050
3730067,,0.62,1,54964.887243,0.009790,0.294079,2.00e-7,14.610,4099,285.80780,38.89480
3732732,,0.94,1,54953.918666,0.024091,0.396187,3.00e-7,13.462,5946,286.88040,38.89300
3734660,,-1.00,1,55004.352911,,19.942137,7.80e-5,12.935,6030,287.62380,38.85540
3734868,805,0.23,1,54966.268921,0.060487,10.328036,3.19e-5,15.646,5415,287.69670,38.88650
3735597,,0.67,1,54954.425217,0.077638,1.966356,2.80e-6,12.240,6556,287.97440,38.84240
3735629,3544,0.13,1,54999.322469,0.147492,9.328346,5.71e-5,16.144,4877,287.98800,38.89180
3743834,,0.76,1,54964.543136,0.016525,0.273615,2.00e-7,14.076,4889,290.54620,38.87260
3745184,,0.67,1,54964.732045,0.013602,0.304233,2.00e-7,15.031,4607,290.95420,38.87420
3749404,,-1.00,1,54981.166190,,20.306385,7.95e-5,10.575,7144,292.07950,38.83710
3749508,,0.52,1,54954.377220,0.016777,1.065734,1.10e-6,13.151,5961,292.10590,38.83620
3756730,,0.95,1,54964.961909,0.020112,0.379164,3.00e-7,14.595,5638,293.93500,38.86730
3757588,,0.12,1,54987.285063,0.073726,24.089981,1.03e-4,14.940,5214,294.14340,38.89320
3757590,3520,0.00,1,55010.927823,0.034019,135.586070,1.18e-3,13.674,5827,294.14370,38.87740
3757778,3402,0.04,1,55215.879921,0.045751,36.514397,2.38e-4,15.423,5570,294.19630,38.83710
3761175,,0.91,1,55169.325620,0.307345,5.162343,1.13e-5,12.828,6890,295.02930,38.89790
3764714,3963,-1.00,1,55000.373734,,6.633276,1.61e-5,12.842,6251,295.74000,38.86230
3765708,,0.95,1,55002.136735,0.025413,0.431419,4.00e-7,15.193,6529,295.92790,38.84880
3765771,1189,0.17,1,54969.011606,0.016259,5.567717,1.26e-5,14.216,6145,295.94060,38.87640
3766353,,-1.00,1,54966.722400,,2.666965,4.30e-6,13.968,6362,296.05380,38.89430
3830820,,0.06,1,54968.114264,0.025828,15.582788,5.53e-5,15.368,3902,284.62020,38.96950
3832382,,0.75,1,54964.603149,0.014831,0.272649,2.00e-7,15.691,4454,285.24610,38.98330
3832716,27,0.57,2,54954.237442,0.025584,1.141877,1.30e-6,13.418,5926,285.39400,38.90490
3832716,27,0.36,2,54953.978611,0.042336,2.170109,3.20e-6,13.418,5926,285.39400,38.90490
3833859,,0.99,1,54954.084827,0.025281,0.431743,3.00e-7,11.987,6011,285.87390,38.90390
3834322,2763,0.43,1,54964.575359,0.016343,0.996858,1.00e-6,15.397,4627,286.04990,38.96020
3834364,,0.23,1,54965.314880,0.016479,2.908455,4.90e-6,14.661,5449,286.07220,38.97220
3836439,,0.47,1,54954.213023,0.017202,1.540395,1.90e-6,7.570,7166,286.94840,38.92820
3836522,5012,0.46,1,55003.511422,0.017012,1.540380,2.00e-6,14.844,5268,286.97740,38.91330
3837677,,0.94,1,54964.806673,0.027697,0.461984,3.00e-7,15.548,5466,287.42800,38.91860
3838496,3700,0.36,1,55002.007500,0.047078,5.980397,4.14e-5,17.900,,287.75240,38.92980
3839964,,0.80,1,54964.791432,0.016135,0.256150,1.00e-7,14.602,5332,288.29390,38.97810
3848042,,0.99,1,54964.758310,0.023564,0.411453,3.00e-7,14.965,6398,290.80390,38.95300
3848919,5015,0.57,1,54964.765586,0.019884,1.047260,1.10e-6,13.901,5226,291.05630,38.97440
3848972,1187,0.46,1,55001.998566,0.008762,0.741057,7.00e-7,14.489,5286,291.07130,38.99900
3849155,390,0.41,1,54965.047161,0.013029,1.168313,1.30e-6,13.831,5343,291.12800,38.91470
3850086,,-1.00,1,55012.165119,,19.114247,7.37e-5,11.239,6230,291.39750,38.96470
3851193,,0.55,1,54964.838287,0.027380,1.341079,1.60e-6,13.682,6122,291.70960,38.92140
3851320,,0.82,1,55000.251155,0.069351,1.238569,1.31e-5,14.147,8540,291.74400,38.98720
3851949,3808,0.25,1,54976.747861,0.284137,54.771108,3.30e-4,13.939,4981,291.90330,38.92590
3852655,3002,0.10,1,55000.716753,0.021798,11.629058,3.59e-5,13.256,5822,292.08190,38.91500
3853259,,0.98,1,54964.780871,0.015948,0.276648,2.00e-7,13.922,4467,292.24470,38.92320
3853673,1197,0.54,1,54965.687811,0.011973,0.643796,6.00e-7,15.103,5727,292.35290,38.94250
3858879,3276,0.19,1,55013.750021,0.096759,25.952311,1.13e-4,15.112,5658,293.69410,38.99560
3858884,,0.14,1,54961.928697,0.095929,25.951931,1.13e-4,9.277,,293.69540,38.98280
3858949,995,0.26,1,54987.883881,0.082366,25.951139,1.13e-4,14.576,5219,293.71080,38.98360
3861595,4,0.20,1,54959.728108,0.020420,3.849367,7.30e-6,11.432,6054,294.35660,38.94740
3862171,,-1.00,1,55001.336005,,6.996461,1.75e-5,13.685,5922,294.49700,38.98010
3862246,230,0.13,1,54969.307559,0.015524,4.702494,9.90e-6,14.916,5265,294.51750,38.95630
3865298,3540,0.15,1,54967.812277,0.034252,9.530635,1.37e-3,14.689,5295,295.23200,38.92590
3867593,5023,0.02,1,55042.964810,0.063167,73.332022,4.71e-4,13.559,7037,295.69750,38.90200
3869326,5991,0.14,1,54969.211375,0.023559,8.586044,2.32e-5,11.598,4903,296.03300,38.93670
3869825,1178,-1.00,1,54972.135090,,4.800656,1.02e-5,13.320,6476,296.13390,38.99900
3935319,,0.76,1,55001.973950,0.019038,0.353131,3.00e-7,15.852,5203,284.98610,39.04050
3936357,,0.77,1,54953.852697,0.020054,0.369154,2.00e-7,12.437,5933,285.41090,39.04120
3938073,,0.06,1,54960.840071,0.046919,31.024312,1.45e-4,12.512,5744,286.15420,39.06570
3953106,5025,0.20,1,54972.976076,0.054139,13.174370,1.92e-3,14.035,5398,291.17980,39.09970
3953981,,0.75,1,54953.822532,0.028483,0.492017,4.00e-7,12.633,4925,291.42820,39.07380
3954227,3766,0.56,1,55002.265535,0.013598,0.594276,6.00e-7,15.985,4595,291.49290,39.05020
3954798,,0.58,1,54953.841706,0.024509,0.918480,9.00e-7,13.608,6140,291.65140,39.03810
3955867,,0.40,1,54960.825756,0.352426,33.659962,1.64e-4,13.547,4706,291.93010,39.07210
3956545,,0.75,1,54964.884961,0.017657,0.330280,2.00e-7,13.987,5617,292.09210,39.04740
3956881,,0.95,1,54964.961529,0.039511,0.696945,6.00e-7,14.934,5574,292.17830,39.07600
3957477,,0.58,1,54954.934438,0.020646,0.979052,1.00e-6,12.477,5395,292.34390,39.06930
3958488,,0.95,1,54954.154703,0.031879,0.622891,5.00e-7,13.104,6939,292.60160,39.06320
3964545,3542,0.28,1,54965.246014,0.020659,3.012475,5.90e-6,14.776,5750,294.14000,39.08990
3965242,,0.53,1,54964.911763,0.014810,0.996724,1.00e-6,14.060,5183,294.32130,39.03890
3965556,,-1.00,1,54999.504584,,6.556770,1.58e-5,12.543,6252,294.39090,39.07670
3966491,,0.79,1,54955.927896,0.088183,1.351972,1.60e-6,13.296,8866,294.63420,39.05070
